-2056443735	-2054437861	-2054182844	-2053703858	-2053550396	-2053540900	-2053528351	-2052305580	-2052265422	-2052177629	
-2052039780	-2051564269	-2051427677	-2051301197	-2050408030	-2050295206	-2049420327	-2049389031	-2048810482	-2048683863	
-2048535213	-2048163753	-2048127131	-2046410981	-2045831645	-2045707886	-2045652640	-2043173259	-2042513664	-2042141922	
-2042076201	-2041875281	-2041819875	-2041518206	-2040573230	-2039530390	-2038590963	-2038127005	-2038031788	-2037903085	
-2037788580	-2037683732	-2037368754	-2037117326	-2036623330	-2036549408	-2036303709	-2036004775	-2035937050	-2035313495	
-2035227577	-2035107574	-2034776580	-2034236355	-2033463257	-2033064879	-2031817643	-2031569864	-2031248515	-2030601567	
-2030601016	-2030589882	-2030498398	-2030463043	-2030409494	-2029791152	-2029110353	-2028698153	-2028124414	-2027708762	
-2026559971	-2026543060	-2026529028	-2026122151	-2026000231	-2025550038	-2024983418	-2023100997	-2021198404	-2021168801	
-2021124698	-2020597211	-2020519571	-2019582393	-2019376454	-2018544471	-2018272207	-2017826639	-2017772009	-2017488816	
-2017245012	-2016203041	-2015424548	-2015102914	-2014800708	-2014649551	-2014609604	-2014542731	-2014479549	-2013564038	
-2013434625	-2012460392	-2011998933	-2011872547	-2011594864	-2010939959	-2008652009	-2008115829	-2008004292	-2007887975	
-2007786290	-2007647799	-2007524500	-2006765677	-2006465090	-2006455065	-2006089825	-2005340520	-2005284549	-2004573297	
-2004547318	-2004148189	-2003885868	-2002481942	-2002254146	-2002151394	-2001931068	-2001915320	-2001904196	-2001685425	
-2001479584	-2001302364	-2000377799	-2000176621	-2000015671	-1999185759	-1998966784	-1998635911	-1998551795	-1998543024	
-1998436645	-1997991968	-1996724079	-1996077874	-1995763345	-1995196687	-1994795020	-1994206387	-1993650147	-1993603092	
-1993406756	-1993294727	-1993236327	-1992693510	-1991998757	-1991544970	-1991453003	-1991221089	-1990611359	-1990590205	
-1989614348	-1989369620	-1989288672	-1987601221	-1986879917	-1986717205	-1986572323	-1985408849	-1984873654	-1984805378	
-1984327858	-1984211217	-1983954933	-1983513012	-1982947746	-1981992891	-1980797123	-1980719701	-1980007436	-1979534757	
-1979349704	-1979205456	-1978703602	-1978565311	-1977369467	-1976652394	-1976275696	-1975903262	-1975693627	-1975687171	
-1975596247	-1973923094	-1973796287	-1973636079	-1973575397	-1972829092	-1972701608	-1972317467	-1972302463	-1971999683	
-1969731342	-1969140127	-1968618028	-1968484437	-1968478794	-1967940647	-1967907680	-1967618496	-1966737601	-1966734071	
-1966502635	-1966226214	-1966133137	-1964835955	-1964445873	-1964344672	-1964333803	-1962561635	-1961642579	-1961641646	
-1961567565	-1961474344	-1961419977	-1961331489	-1961258593	-1961157270	-1960570537	-1960510615	-1960498695	-1957749786	
-1957426006	-1957382548	-1955879815	-1955291632	-1955211443	-1954885026	-1954208095	-1953734674	-1953443962	-1953129176	
-1952402379	-1951270617	-1951188770	-1951007251	-1950971926	-1950874143	-1950404809	-1949904926	-1948951691	-1947893353	
-1946716760	-1946597707	-1946488815	-1945914779	-1945781257	-1945549805	-1945241775	-1944943683	-1943377494	-1942468803	
-1942178514	-1941781751	-1941375216	-1940143880	-1940069369	-1938970629	-1938691920	-1937170960	-1936904155	-1933805934	
-1933513616	-1933175449	-1932924241	-1932624004	-1932607386	-1932396363	-1932233821	-1931167468	-1930513614	-1929970652	
-1929888046	-1929735651	-1929053629	-1927424707	-1926693948	-1926692298	-1926446899	-1926300362	-1925753331	-1925015297	
-1924733601	-1924268736	-1924120590	-1923945864	-1923722411	-1922390780	-1922103674	-1921128107	-1921055589	-1920399965	
-1920395697	-1920347854	-1918628618	-1918340312	-1918051909	-1917672714	-1916784626	-1916375669	-1916211021	-1916083917	
-1916053228	-1916035806	-1916032233	-1915935614	-1915501347	-1915298831	-1915252243	-1914752520	-1914720571	-1914636125	
-1914170632	-1913493726	-1912969609	-1911237219	-1911225920	-1910696865	-1910381562	-1910088728	-1910032821	-1909835053	
-1908751117	-1907038752	-1906169803	-1905703422	-1904721870	-1903757359	-1902479573	-1902378019	-1901524074	-1901342891	
-1900136463	-1899592510	-1899335288	-1899309344	-1899262504	-1899231448	-1897547581	-1897141781	-1896436363	-1896422561	
-1896329593	-1896276377	-1895783502	-1895666165	-1895345254	-1894096108	-1893574892	-1892352131	-1892179542	-1891674929	
-1891321111	-1891147123	-1890686811	-1890194626	-1888356344	-1887961924	-1887681326	-1886498888	-1886081198	-1885303334	
-1885225759	-1885221556	-1884498657	-1883076700	-1883057216	-1882934402	-1882817920	-1882104642	-1881337666	-1881071757	
-1880820256	-1880266971	-1879678647	-1879067836	-1878321099	-1876799053	-1876715808	-1876017077	-1876003864	-1875820628	
-1875345982	-1875143877	-1875099113	-1874888398	-1874383717	-1874048838	-1873460415	-1873381525	-1871968190	-1871369226	
-1870780006	-1870560667	-1869577566	-1869361166	-1869358596	-1869198653	-1868768532	-1867858060	-1867236753	-1866607683	
-1866534749	-1866045959	-1865794813	-1865551920	-1865526144	-1865439119	-1864640800	-1864472849	-1864198188	-1864084207	
-1863817604	-1863119924	-1862428840	-1862304457	-1862216555	-1862061276	-1861689725	-1861136447	-1860441915	-1859532088	
-1857935984	-1856783599	-1856732695	-1856725365	-1856686293	-1856469199	-1856381432	-1856291352	-1856103161	-1855811972	
-1855794014	-1855694973	-1855082851	-1854186546	-1853973262	-1852227602	-1852118964	-1851404884	-1851174635	-1850412041	
-1849830481	-1849744734	-1849712813	-1848470513	-1848459920	-1846716518	-1846161695	-1845500385	-1845476880	-1844419771	
-1843055890	-1842798959	-1842439846	-1842384628	-1842251518	-1842099561	-1840501629	-1840271265	-1839571648	-1839330298	
-1839269589	-1839126332	-1838748009	-1838660340	-1837770858	-1837611716	-1837243805	-1837044734	-1836864943	-1836623717	
-1836299253	-1836253467	-1835314920	-1834954690	-1834495143	-1834166179	-1833887025	-1833652987	-1833573012	-1833379973	
-1832378159	-1832263399	-1831836085	-1831374632	-1830750800	-1830700831	-1829906553	-1829251283	-1828549663	-1827840900	
-1827388329	-1826371520	-1826305186	-1826026520	-1826025528	-1825268999	-1824938025	-1824752519	-1823800705	-1823761170	
-1823546581	-1822473884	-1822010143	-1821566175	-1821314137	-1821141837	-1821091801	-1820148934	-1820148483	-1819365119	
-1818779636	-1818247644	-1817921116	-1817522012	-1817515742	-1817118594	-1816713839	-1816346267	-1816209482	-1816157775	
-1816003302	-1815699542	-1815656531	-1815517836	-1815223001	-1814673780	-1814601798	-1814495306	-1814397489	-1812984083	
-1812687680	-1812563131	-1812519318	-1812400289	-1812143767	-1812075034	-1811268044	-1811212131	-1810360677	-1810089593	
-1809906252	-1809676330	-1808499785	-1808059127	-1806869115	-1806648215	-1806227904	-1804278698	-1803708622	-1803572139	
-1802828016	-1802313444	-1802222078	-1801982227	-1801837972	-1801687095	-1801254414	-1800652358	-1799880767	-1799685392	
-1799600942	-1799549387	-1799354328	-1799034540	-1798880022	-1798796827	-1797939724	-1797919580	-1797358203	-1796903523	
-1796171803	-1794300970	-1793932905	-1792376059	-1791664555	-1791639673	-1791165503	-1791111912	-1790571344	-1790405776	
-1790298195	-1790196816	-1789828319	-1789702277	-1789387458	-1789168357	-1788992985	-1788466259	-1788261796	-1788124464	
-1787753710	-1787668009	-1787527368	-1787437130	-1787394332	-1787229870	-1785753251	-1785421384	-1785144939	-1784876645	
-1784640894	-1784450530	-1784398855	-1784216721	-1784171649	-1783835786	-1783716281	-1782450028	-1782365367	-1781721597	
-1781259369	-1780733890	-1780273170	-1780050868	-1779621589	-1779320137	-1779123200	-1778285981	-1778100892	-1776624580	
-1776563956	-1776153733	-1776101821	-1774697048	-1771806409	-1771462855	-1771252171	-1770787232	-1770678510	-1770592192	
-1770182196	-1770107445	-1769640442	-1769217542	-1766980139	-1766578185	-1766359008	-1766226104	-1765525346	-1765299125	
-1764606971	-1764454539	-1764230914	-1764085260	-1763271624	-1763124682	-1762841314	-1762427052	-1761747807	-1760736626	
-1759743156	-1759067867	-1758960156	-1758528128	-1758331782	-1757862998	-1757615532	-1757127838	-1756716509	-1756467699	
-1755949673	-1755859314	-1755816991	-1755543844	-1755400367	-1755227055	-1755055273	-1754242950	-1753014826	-1752910040	
-1752520276	-1751177309	-1751134620	-1750241993	-1750144378	-1749975877	-1749316322	-1748530177	-1748164957	-1747406774	
-1747200662	-1746780904	-1746353178	-1746309476	-1746142127	-1745867053	-1745823794	-1745460071	-1745314191	-1745281162	
-1745251843	-1744279237	-1744067127	-1743805952	-1743251943	-1742754681	-1742538298	-1742446917	-1742256755	-1742065097	
-1741753508	-1741436366	-1740249242	-1740042005	-1739980597	-1738063070	-1737918932	-1737878047	-1737060046	-1736079394	
-1736048665	-1734887728	-1734799255	-1733824035	-1733447911	-1733418318	-1733204248	-1732724681	-1732254234	-1732113411	
-1731369348	-1729770733	-1729483870	-1729205909	-1729191897	-1729094031	-1728347279	-1728182510	-1728046581	-1728036701	
-1728009995	-1727808997	-1727188077	-1726863400	-1726617537	-1726153628	-1725838763	-1725806273	-1725804381	-1725340918	
-1723750780	-1722986803	-1722541516	-1722499872	-1722264960	-1722231953	-1721693388	-1721529564	-1721207994	-1720947527	
-1720480472	-1720452800	-1720266305	-1719221132	-1719180410	-1718863682	-1718712791	-1718704381	-1717518469	-1717256310	
-1717068023	-1716537147	-1716158698	-1715488606	-1715484010	-1715324931	-1714962155	-1714783427	-1712989238	-1712694086	
-1712625404	-1710932872	-1710605042	-1710441593	-1709516424	-1709226610	-1708623127	-1708190148	-1707597617	-1707490267	
-1707302863	-1706896728	-1706709863	-1706297505	-1705923894	-1705270060	-1704996507	-1703989329	-1703125951	-1702911800	
-1702477956	-1701876153	-1701709192	-1701271795	-1701249321	-1700694366	-1700331016	-1699078076	-1699056944	-1698484659	
-1698343161	-1697888482	-1697636138	-1697623028	-1697535782	-1697386632	-1696386442	-1695923255	-1695845052	-1695795752	
-1695766511	-1695419031	-1695213756	-1694986200	-1694561908	-1694346835	-1694188184	-1694107669	-1693039868	-1692713493	
-1692481695	-1692204021	-1691360879	-1691339425	-1691015439	-1690582344	-1690503381	-1690418372	-1689450327	-1689207236	
-1688747614	-1688745914	-1688131764	-1687992227	-1687843942	-1687839943	-1687779496	-1687497417	-1687277514	-1686910686	
-1686761712	-1685271232	-1685034706	-1684473462	-1683979535	-1683559074	-1683540773	-1683096187	-1683049234	-1681955701	
-1681786875	-1681597231	-1681585480	-1681567865	-1681478685	-1681351111	-1681142645	-1680293512	-1679766558	-1679587256	
-1679350024	-1678961975	-1678910859	-1678452273	-1678136996	-1677546885	-1677408406	-1677372199	-1676876106	-1676648229	
-1676408860	-1676077101	-1675888610	-1675701187	-1675682537	-1674636267	-1674162428	-1673412077	-1673396307	-1672715762	
-1672594160	-1672331536	-1671907301	-1671842251	-1671482826	-1671454861	-1671383015	-1670936777	-1670804914	-1669720029	
-1669579548	-1668868959	-1668841435	-1668373114	-1667778905	-1667489830	-1666502491	-1666355343	-1665846520	-1665741868	
-1665576125	-1665238975	-1665029998	-1664327228	-1663744036	-1663563781	-1662847233	-1662820710	-1662588212	-1662293260	
-1661889906	-1661884708	-1661884564	-1661512222	-1660826529	-1659844919	-1659492445	-1658003210	-1657494987	-1656679455	
-1655349644	-1655125277	-1654841788	-1654168049	-1653647311	-1653450888	-1653222682	-1653157647	-1652620054	-1651729669	
-1651673805	-1650472416	-1650225337	-1649894012	-1649652563	-1649255811	-1648735167	-1648693049	-1647671024	-1647352969	
-1646442581	-1646301396	-1645770461	-1645524577	-1644334211	-1643962869	-1643242201	-1643225666	-1642688858	-1642673120	
-1642285544	-1642113785	-1641922309	-1641617920	-1641423001	-1641344102	-1640719551	-1640301171	-1639643567	-1639389488	
-1639178065	-1639006853	-1638557921	-1638342026	-1638142808	-1637991474	-1637137394	-1635996964	-1634917298	-1634097219	
-1632555676	-1632218267	-1632024605	-1631530114	-1631410208	-1631222690	-1630861122	-1630616092	-1630179456	-1629989509	
-1629983256	-1629479629	-1628955711	-1628120446	-1628049182	-1627510914	-1627452968	-1627408758	-1626985067	-1626382712	
-1626363423	-1625263702	-1625040417	-1624908976	-1623460748	-1622201402	-1622077971	-1621913561	-1620969992	-1620887477	
-1620456479	-1620442768	-1620269602	-1620029275	-1619902976	-1619463090	-1618821985	-1617500721	-1617405154	-1616237583	
-1614908763	-1614905527	-1614245329	-1614036400	-1613502751	-1612890211	-1612866258	-1610810342	-1610451896	-1609121991	
-1608466758	-1608084623	-1605659993	-1605630588	-1605104776	-1605054949	-1604917942	-1603630352	-1603166867	-1602057862	
-1600905063	-1600383926	-1600364440	-1599436326	-1599370670	-1598757281	-1597706940	-1596800974	-1596596670	-1596005525	
-1595305293	-1595206219	-1594803712	-1594728119	-1594361645	-1593597794	-1593411863	-1593072970	-1592965057	-1592234214	
-1592104145	-1590429164	-1590354116	-1590152008	-1590059743	-1589264390	-1588457408	-1587820574	-1587352574	-1587309155	
-1586943796	-1586920947	-1586848398	-1586832255	-1586545611	-1586088341	-1585320014	-1585231388	-1584778049	-1584262764	
-1583592510	-1583048748	-1582231161	-1581007294	-1580595426	-1580595387	-1580017996	-1579810787	-1578951226	-1578573758	
-1578139845	-1577536592	-1577316004	-1576954334	-1576399666	-1575929279	-1575556855	-1575084993	-1574825452	-1574320546	
-1574047877	-1573737076	-1573438397	-1573429439	-1572991200	-1572005721	-1571983971	-1570537996	-1568907239	-1568048175	
-1567717256	-1567200150	-1566450943	-1565011395	-1564991587	-1564981440	-1564622821	-1563811121	-1563094099	-1562418523	
-1562382519	-1561547907	-1561222646	-1561189544	-1561125718	-1560863345	-1560076759	-1559983734	-1559556452	-1559239610	
-1558611284	-1558508469	-1558265364	-1557325893	-1556971766	-1556903163	-1556150803	-1555525517	-1555522169	-1555416862	
-1555215765	-1555082259	-1554472703	-1554326924	-1554317772	-1554294076	-1553912681	-1553870870	-1553650092	-1553100690	
-1552179239	-1551610744	-1551336388	-1551081591	-1550894544	-1550071979	-1549940304	-1549933480	-1549798707	-1549487707	
-1549304875	-1549284746	-1548905358	-1548442629	-1546792556	-1546787049	-1545110945	-1543571549	-1543353111	-1542977143	
-1542906458	-1542329799	-1542300436	-1541799611	-1541654691	-1541030335	-1540972054	-1539966999	-1539765505	-1539663685	
-1538676538	-1537967509	-1537841374	-1536399884	-1534643412	-1534247866	-1534100054	-1533161124	-1532540592	-1530922714	
-1530783039	-1530303307	-1529651412	-1529553011	-1529481157	-1529070099	-1529001778	-1527925410	-1527812681	-1527626189	
-1527222965	-1526751375	-1526272416	-1525957900	-1525770957	-1525707141	-1525661607	-1524315897	-1524125244	-1523298214	
-1523084007	-1523082885	-1522509377	-1520819449	-1520531100	-1519859232	-1519852507	-1519365722	-1518770894	-1518559135	
-1518005853	-1516147012	-1515499911	-1515102852	-1514970144	-1514174437	-1513930806	-1513812247	-1513245090	-1513164732	
-1512484612	-1512448710	-1511978724	-1511657664	-1511264253	-1510445732	-1510049996	-1509800122	-1509402125	-1509349683	
-1509207801	-1507817224	-1506688651	-1506160671	-1505904600	-1504650371	-1504530957	-1503833473	-1503551239	-1502985601	
-1502836677	-1502501009	-1502257007	-1501990419	-1501367656	-1501337612	-1499649250	-1499463919	-1498652546	-1498423594	
-1498188736	-1498010220	-1497875508	-1497320132	-1496735365	-1496525043	-1495475818	-1495388350	-1494688445	-1494165918	
-1494136862	-1493808957	-1493665779	-1493639449	-1493231466	-1492909034	-1492600760	-1492182312	-1491769296	-1491489807	
-1491275954	-1490997493	-1489015604	-1488099431	-1487647072	-1487555549	-1487103390	-1487032973	-1486271047	-1485881143	
-1485458649	-1485425336	-1484252668	-1483994477	-1483016369	-1483006114	-1482948784	-1482752390	-1482660317	-1482556955	
-1482424427	-1481575117	-1481407400	-1481028192	-1480704297	-1480129740	-1479311356	-1479072182	-1478896443	-1478790795	
-1478593524	-1478481069	-1478320016	-1477794259	-1477241904	-1477179978	-1475455834	-1475170549	-1474938807	-1474094016	
-1472728354	-1472324760	-1471909398	-1471218319	-1470937666	-1470733230	-1469756626	-1468250690	-1467938057	-1467841273	
-1467772298	-1466978281	-1466693334	-1466666874	-1466601242	-1466115336	-1466010518	-1465951740	-1465766598	-1465447691	
-1464483216	-1464269304	-1463485103	-1462227131	-1462035776	-1461156654	-1461041794	-1460305726	-1460227822	-1460108045	
-1459541528	-1459517036	-1459334883	-1459160152	-1458920602	-1458653671	-1457757385	-1457752733	-1457665777	-1457656104	
-1457320592	-1457017753	-1456419845	-1456267717	-1456214393	-1455634026	-1455627340	-1455582475	-1455517601	-1455105887	
-1454391301	-1454244976	-1453822805	-1453440156	-1453428532	-1453228155	-1452871988	-1451123018	-1450890614	-1450079913	
-1449139062	-1448648608	-1448236049	-1448215824	-1447897202	-1447810234	-1447732961	-1447493180	-1447403267	-1444960394	
-1444868178	-1444281194	-1444276541	-1443812235	-1443221154	-1442972687	-1442629505	-1442273068	-1442075687	-1441507121	
-1441415790	-1440971046	-1440848231	-1440773446	-1440021225	-1439778349	-1439656559	-1438497367	-1438331220	-1437625955	
-1437471349	-1437401805	-1436991322	-1436952516	-1436830888	-1436660404	-1436261677	-1434695286	-1433320420	-1433071947	
-1432602982	-1432287695	-1432047680	-1431923702	-1431823306	-1430608899	-1430468879	-1430123784	-1429885864	-1429882530	
-1429818521	-1429620730	-1429540351	-1429460738	-1429218905	-1428937006	-1427827438	-1427679339	-1426230042	-1425606172	
-1425398219	-1425016495	-1424610767	-1424407909	-1424274778	-1424062214	-1423934939	-1423668780	-1422326622	-1422256088	
-1421952943	-1421759161	-1421131768	-1420715900	-1420704286	-1420326642	-1420120256	-1419710340	-1418330215	-1418121944	
-1417610651	-1417188575	-1415908670	-1415678973	-1415472094	-1415216948	-1415042857	-1414390116	-1413937967	-1413624535	
-1412813435	-1412707582	-1412145819	-1412011804	-1411829064	-1411651746	-1411504416	-1411391387	-1411188582	-1411096911	
-1410945141	-1410462202	-1408595636	-1408459431	-1408271827	-1406898448	-1406895564	-1406140844	-1406099335	-1406033401	
-1405977644	-1405262881	-1405232149	-1404259651	-1404012085	-1403004849	-1402043561	-1402036078	-1401548419	-1399483792	
-1399264724	-1398924789	-1398767971	-1398569697	-1398561388	-1398525426	-1396454923	-1396270115	-1394385805	-1393775722	
-1393723477	-1392411678	-1392331115	-1392196070	-1392128943	-1392106780	-1391409853	-1391000255	-1390197277	-1389386186	
-1389370165	-1389086690	-1388882269	-1388328041	-1387645624	-1387416094	-1387358091	-1387125055	-1386867249	-1386622062	
-1385383974	-1385349386	-1385029845	-1384364385	-1383508868	-1381553644	-1381216534	-1380952632	-1380549539	-1380257061	
-1380117979	-1379919831	-1379594311	-1379236244	-1378635426	-1378599751	-1378519298	-1378319199	-1378246563	-1378034774	
-1376796836	-1376092989	-1374836337	-1374404296	-1374208272	-1374143357	-1374135994	-1373449410	-1372946213	-1372923627	
-1371851798	-1370748725	-1370063449	-1369169761	-1369136034	-1368513694	-1368155189	-1368008741	-1367606718	-1367500312	
-1367366112	-1367005104	-1366463340	-1365712913	-1365674828	-1364882664	-1364325709	-1363963131	-1363834767	-1363423114	
-1363092696	-1362524385	-1362184075	-1362142468	-1362115960	-1361584233	-1361342222	-1361060112	-1360957876	-1360585077	
-1360515541	-1359913284	-1359586249	-1359551577	-1359362052	-1359274813	-1358801298	-1358083461	-1357895335	-1357892641	
-1356719430	-1356285584	-1355557988	-1355450819	-1354138408	-1353729769	-1353715519	-1353513229	-1353023709	-1352738568	
-1352685008	-1352446339	-1352405484	-1352389153	-1352168802	-1351592089	-1351511659	-1351305045	-1351179845	-1351070769	
-1349864577	-1349541952	-1349403347	-1349144883	-1348413742	-1348393575	-1348173307	-1347554103	-1347115860	-1347013624	
-1346728253	-1346304331	-1345124758	-1344528181	-1344409454	-1344208003	-1344189491	-1344029918	-1343851231	-1343771658	
-1343680822	-1343154874	-1342771620	-1342035165	-1341793026	-1341686550	-1341156122	-1340543864	-1340118256	-1339982029	
-1339859980	-1339065390	-1338911198	-1338853471	-1338803538	-1338703732	-1338468513	-1337707644	-1337511033	-1337484312	
-1337270366	-1336876912	-1336426558	-1335481586	-1335049934	-1334387276	-1334312357	-1334178212	-1334162403	-1333026840	
-1332810034	-1332541427	-1331794611	-1330161086	-1329443653	-1328724249	-1326723432	-1326503111	-1326471724	-1325573355	
-1325568089	-1322939811	-1322855092	-1322708870	-1322455433	-1321821381	-1321796121	-1321273107	-1321132705	-1320502222	
-1320333977	-1320276361	-1320256059	-1319777797	-1319744222	-1319575945	-1317755449	-1315350696	-1315175617	-1314887541	
-1314689648	-1314082789	-1313802658	-1313785370	-1313659115	-1313602870	-1313223325	-1313092928	-1313018851	-1312792335	
-1312520857	-1312486286	-1312079932	-1312074093	-1311995522	-1311415766	-1311398483	-1310863506	-1310431610	-1310276238	
-1309224787	-1308387027	-1307993285	-1307943142	-1307379388	-1306602389	-1306389236	-1305725429	-1305197505	-1304277971	
-1303995946	-1303872861	-1303865748	-1302316072	-1301535563	-1301244484	-1301108500	-1301088931	-1300442397	-1299387706	
-1299293487	-1299186620	-1299184390	-1298823182	-1298677825	-1298485316	-1298417222	-1298401529	-1297940081	-1297717430	
-1297170632	-1296919431	-1296474338	-1295356665	-1295290564	-1294893253	-1294837525	-1293224758	-1293136180	-1293044160	
-1292606652	-1292575249	-1292497683	-1292142745	-1291926411	-1291855612	-1291839022	-1291825504	-1291323662	-1290651345	
-1289024635	-1288054128	-1287544364	-1286677129	-1285228986	-1284548734	-1284524869	-1284365492	-1284075019	-1283848217	
-1283810557	-1283066852	-1282925559	-1282550821	-1282485742	-1281894620	-1281512772	-1280887894	-1280538398	-1278801660	
-1277812124	-1277141971	-1276792152	-1276220733	-1276034595	-1275967174	-1275776501	-1274782463	-1274214285	-1273997444	
-1273959166	-1273655534	-1271579628	-1270673784	-1270511935	-1269850581	-1269209756	-1268977097	-1267716861	-1267396529	
-1267352339	-1267156143	-1267021392	-1266927757	-1266517756	-1266111539	-1266060786	-1264622415	-1264038949	-1263485551	
-1263034202	-1262888634	-1262844593	-1262470227	-1262224286	-1261241860	-1261058671	-1259799112	-1259547434	-1259228699	
-1258296731	-1258254529	-1258083059	-1257841874	-1256639282	-1256327913	-1256232383	-1256046854	-1255783233	-1255631825	
-1255004630	-1254810445	-1254437148	-1254433498	-1254185527	-1253761384	-1253487789	-1253309754	-1253221074	-1252745157	
-1252370836	-1251679445	-1251460295	-1250941546	-1250804893	-1250661267	-1250573487	-1249422196	-1249265243	-1249187081	
-1249150277	-1249008833	-1248701872	-1247962850	-1247887132	-1247804763	-1247752831	-1247315775	-1246678064	-1246518800	
-1246419628	-1246198450	-1246002698	-1244386568	-1244046617	-1243839265	-1243117737	-1243105860	-1242729224	-1242685848	
-1242268518	-1241902624	-1241802200	-1241777005	-1241358436	-1240902059	-1240465831	-1240275118	-1239276113	-1239195132	
-1239079326	-1238240472	-1238232670	-1238084075	-1237849159	-1237500760	-1237438982	-1236365819	-1236006850	-1235784223	
-1235181006	-1235093309	-1234994727	-1233440437	-1232167185	-1230928426	-1229534240	-1229534064	-1229249409	-1228740762	
-1227928301	-1227873424	-1226590552	-1226414845	-1225981234	-1225758747	-1224874631	-1224405148	-1224160995	-1223166561	
-1222967804	-1222753493	-1221937578	-1221140308	-1221065802	-1220522268	-1220513136	-1220308502	-1220047268	-1219588619	
-1219328867	-1218909583	-1218868590	-1218767629	-1218642162	-1218407044	-1217874061	-1217547987	-1217499321	-1216800933	
-1215933196	-1215617631	-1215324058	-1214936870	-1214798253	-1214726685	-1214466403	-1212742720	-1212288989	-1212092098	
-1211305390	-1211248072	-1211224213	-1210659076	-1209710439	-1209254725	-1209042636	-1208858259	-1208129158	-1207833259	
-1207512326	-1206997128	-1206701958	-1206641528	-1206181891	-1205662906	-1205508578	-1204976589	-1204793996	-1204614067	
-1203576152	-1203216009	-1202954729	-1202582017	-1201376085	-1201143439	-1201060476	-1200745412	-1200460754	-1200260913	
-1199999965	-1199990685	-1199115041	-1198927617	-1198898073	-1198879575	-1198768564	-1198496131	-1197796802	-1196639846	
-1196503736	-1196128922	-1195986228	-1194587616	-1193697950	-1193437288	-1192943552	-1192176177	-1191423599	-1191045121	
-1191043057	-1190727457	-1190339925	-1189712545	-1189358211	-1189022842	-1188988979	-1188484130	-1188422597	-1188288198	
-1187958014	-1187816787	-1187411154	-1187154236	-1187100673	-1186974805	-1186803061	-1186696820	-1186634597	-1186446306	
-1186104757	-1185886712	-1185238257	-1185212542	-1183106597	-1182886957	-1182768223	-1181978396	-1181559842	-1180996495	
-1180907985	-1179924311	-1179517745	-1179509645	-1179376871	-1178818273	-1178479327	-1177695026	-1177348378	-1177195697	
-1177151032	-1176978031	-1176721281	-1175368599	-1175263694	-1174945663	-1174144552	-1173145009	-1173144700	-1172780102	
